Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/1913-Baird-St-Louisville-KY-40203/73582020_zpid/,,Single Family,62000,10/10/24,768,sqft,80.73,2069,sqft,1,1,1913 Baird St,Louisville,40203,KY,USA
https://www.zillow.com/homedetails/2724-S-5th-St-Louisville-KY-40208/73431389_zpid/,,Single Family,63000,09/27/24,1240,sqft,50.81,3049.2,sqft,3,1,2724 S 5th St,Louisville,40208,KY,USA
https://www.zillow.com/homedetails/2519-W-Jefferson-St-Louisville-KY-40212/73523897_zpid/,,Single Family,65000,10/10/24,1438,sqft,45.2,3484.8,sqft,3,1,2519 W Jefferson St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/2202-Portland-Ave-Louisville-KY-40212/73557849_zpid/,,Single Family,65000,10/02/24,1334,sqft,48.73,5250,sqft,1,1,2202 Portland Ave,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/6678-Rutledge-Rd-Louisville-KY-40258/73586991_zpid/,,Single Family,65000,10/29/24,1278,sqft,50.86,0.4,acres,1,1,6678 Rutledge Rd,Louisville,40258,KY,USA
https://www.zillow.com/homedetails/1728-Wilson-Ave-Louisville-KY-40210/73597930_zpid/,,Single Family,65000,09/20/24,978,sqft,66.46,3920.4,sqft,3,1,1728 Wilson Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/2615-Dixdale-Ave-Louisville-KY-40210/73606237_zpid/,,Single Family,65000,10/18/24,718,sqft,90.53,5001,sqft,2,1,2615 Dixdale Ave,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/7612-Labrador-Dr-Louisville-KY-40258/114032713_zpid/,,Single Family,65000,10/29/24,900,sqft,72.22,10045,sqft,3,1,7612 Labrador Dr,Louisville,40258,KY,USA
https://www.zillow.com/homedetails/2735-Chase-Ct-Louisville-KY-40211/131806499_zpid/,,Single Family,65000,11/01/24,1219,sqft,53.32,2178,sqft,3,1,2735 Chase Ct,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/11134-Sewell-Dr-Louisville-KY-40291/132058464_zpid/,,Single Family,65000,10/07/24,,,,0.25,acres,0,0,11134 Sewell Dr,Louisville,40291,KY,USA
https://www.zillow.com/homedetails/822-Dresden-Ave-Louisville-KY-40215/73430047_zpid/,,Single Family,67000,11/11/24,804,sqft,83.33,3920.4,sqft,2,1,822 Dresden Ave,Louisville,40215,KY,USA
https://www.zillow.com/homedetails/2825-Garfield-Ave-Louisville-KY-40212/73539286_zpid/,,Single Family,68000,10/23/24,1100,sqft,61.82,5676,sqft,3,1,2825 Garfield Ave,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/903-S-42nd-St-Louisville-KY-40211/73604297_zpid/,,Single Family,68000,11/27/24,948,sqft,71.73,6969.6,sqft,1,1,903 S 42nd St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/436-Louis-Coleman-Jr-Dr-Louisville-KY-40212/114109578_zpid/,,Single Family,69000,09/06/24,1104,sqft,62.5,4356,sqft,3,2,436 Louis Coleman Jr Dr,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/2211-Quillman-Hill-Rd-Louisville-KY-40214/73572408_zpid/,,Single Family,69150,09/10/24,2184,sqft,31.66,11.5,acres,4,2,2211 Quillman Hill Rd,Louisville,40214,KY,USA
https://www.zillow.com/homedetails/2823-W-Chestnut-St-Louisville-KY-40211/73493449_zpid/,,Single Family,70000,10/11/24,1512,sqft,46.3,3484.8,sqft,3,3,2823 W Chestnut St,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/2911-Slevin-St-Louisville-KY-40212/73552548_zpid/,,Single Family,70000,09/26/24,1080,sqft,64.81,4791.6,sqft,3,1,2911 Slevin St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/5121-Euclid-Ave-Louisville-KY-40272/73572056_zpid/,,Single Family,70000,09/23/24,1133,sqft,61.78,6534,sqft,2,1,5121 Euclid Ave,Louisville,40272,KY,USA
https://www.zillow.com/homedetails/3025-Greenwood-Ave-Louisville-KY-40211/73604540_zpid/,,Single Family,70000,10/03/24,1066,sqft,65.67,4356,sqft,2,1,3025 Greenwood Ave,Louisville,40211,KY,USA
https://www.zillow.com/homedetails/1911-Griffiths-Ave-Louisville-KY-40203/73655495_zpid/,,Single Family,70000,09/26/24,1590,sqft,44.03,5227.2,sqft,3,1,1911 Griffiths Ave,Louisville,40203,KY,USA
https://www.zillow.com/homedetails/2238-W-Oak-St-Louisville-KY-40210/73665441_zpid/,,Single Family,70000,11/01/24,1855,sqft,37.74,3920.4,sqft,5,2,2238 W Oak St,Louisville,40210,KY,USA
https://www.zillow.com/homedetails/3817-Bank-St-Louisville-KY-40212/73428825_zpid/,,Single Family,70200,11/04/24,1027,sqft,68.35,3328,sqft,1,1,3817 Bank St,Louisville,40212,KY,USA
https://www.zillow.com/homedetails/4121-Churchman-Ave-Louisville-KY-40215/73434654_zpid/,,Single Family,72000,11/04/24,680,sqft,105.88,4451,sqft,2,1,4121 Churchman Ave,Louisville,40215,KY,USA
https://www.zillow.com/homedetails/917-Roadway-Ave-Louisville-KY-40208/73433480_zpid/,,Single Family,72500,09/27/24,704,sqft,102.98,3049.2,sqft,1,1,917 Roadway Ave,Louisville,40208,KY,USA
